KH.100170058	KY.Chr1.1142
KH.L108.2	KY.Chr2.2238
KH.L108.30	KY.Chr2.2207
KH.L108.31	KY.Chr2.2207
KH.L108.32	KY.Chr2.2213
KH.L108.34	KY.Chr2.2219
KH.L108.35	KY.Chr2.2192
KH.L108.36	KY.Chr2.2192
KH.L108.37	KY.Chr2.2216
KH.L108.38	KY.Chr2.2226
KH.L108.39	KY.Chr2.2244
KH.L108.3	KY.Chr2.2196
KH.L108.40	KY.Chr2.2197
KH.L108.41	KY.Chr2.2201
KH.L108.42	KY.Chr2.2241
KH.L108.43	KY.Chr2.2218
KH.L108.44	KY.Chr2.2242
KH.L108.45	KY.Chr2.2245
KH.L108.46	KY.Chr2.2212
KH.L108.47	KY.Chr2.2226
KH.L108.48	KY.Chr2.2202
KH.L108.49	KY.Chr2.2224
KH.L108.4	KY.Chr2.2188
KH.L108.50	KY.Chr2.2205
KH.L108.51	KY.Chr2.2204
KH.L108.52	KY.Chr2.2210
KH.L108.53	KY.Chr2.2215
KH.L108.54	KY.Chr2.2231
KH.L108.55	KY.Chr2.2202
KH.L108.56	KY.Chr2.2230
KH.L108.57	KY.Chr2.2247
KH.L108.58	KY.Chr2.2243
KH.L108.59	KY.Chr2.2246
KH.L108.5	KY.Chr2.2215
KH.L108.60	KY.Chr2.2240
KH.L108.6	KY.Chr2.2198
KH.L108.7	KY.Chr2.2233
KH.L108.8	KY.Chr2.2187
KH.L108.9	KY.Chr2.2194
KH.L10.8	KY.Chr7.349
KH.L109.1	KY.Chr4.1294
KH.L109.2	KY.Chr4.1298
KH.L109.3	KY.Chr4.1296
KH.L109.4	KY.Chr4.1293
KH.L109.5	KY.Chr4.1297
KH.L109.6	KY.Chr4.1292
KH.L109.7	KY.Chr4.1301
KH.L109.9	KY.Chr4.1300
KH.L10.9	KY.Chr7.316
KH.L110.1	KY.Chr3.1591
KH.L110.2	KY.Chr3.1595
KH.L110.3	KY.Chr3.1593
KH.L111.1	KY.Chr7.183
KH.L111.2	KY.Chr7.182
KH.L111.3	KY.Chr7.184
KH.L11.1	KY.Chr8.1365
KH.L112.10	KY.Chr1.2617
KH.L112.11	KY.Chr1.2619
KH.L112.12	KY.Chr1.2625
KH.L112.13	KY.Chr1.2588
KH.L112.14	KY.Chr1.2621
KH.L112.15	KY.Chr1.2586
KH.L112.16	KY.Chr1.2593
KH.L112.17	KY.Chr1.2587
KH.L112.18	KY.Chr1.2591
KH.L112.19	KY.Chr1.2590
KH.L112.1	KY.Chr1.2622
KH.L112.20	KY.Chr1.2586
KH.L112.21	KY.Chr1.2624
KH.L112.22	KY.Chr1.2629
KH.L112.23	KY.Chr1.2611
KH.L112.24	KY.Chr1.2583
KH.L112.25	KY.Chr1.2631
KH.L112.26	KY.Chr1.2588
KH.L112.27	KY.Chr1.2589
KH.L112.28	KY.Chr1.2614
KH.L112.29	KY.Chr1.2620
KH.L112.2	KY.Chr1.2591
KH.L112.30	KY.Chr1.2616
KH.L112.31	KY.Chr1.2581
KH.L112.32	KY.Chr1.2582
KH.L112.33	KY.Chr1.2628
KH.L112.34	KY.Chr1.2618
KH.L112.3	KY.Chr1.2627
KH.L112.4	KY.Chr1.2625
KH.L112.5	KY.Chr1.2585
KH.L112.6	KY.Chr1.2613
KH.L112.7	KY.Chr1.2630
KH.L112.8	KY.Chr1.2615
KH.L112.9	KY.Chr1.2623
KH.L11.2	KY.Chr8.1362
KH.L113.1	KY.Chr12.117
KH.L113.2	KY.Chr12.124
KH.L113.4	KY.Chr12.115
KH.L11.3	KY.Chr8.1364
KH.L114.10	KY.Chr2.2268
KH.L114.11	KY.Chr2.2268
KH.L114.12	KY.Chr1.193
KH.L114.13	KY.Chr2.2271
KH.L114.1	KY.Chr2.2268
KH.L114.2	KY.Chr2.2273
KH.L114.3	KY.Chr2.2271
KH.L114.4	KY.Chr2.2267
KH.L114.5	KY.Chr2.2265
KH.L114.7	KY.Chr2.2270
KH.L114.8	KY.Chr2.2265
KH.L114.9	KY.Chr2.2272
KH.L11.4	KY.Chr8.1366
KH.L115.1	KY.Chr7.185
KH.L115.2	KY.Chr12.370
KH.L115.3	KY.Chr9.460
KH.L115.4	KY.Chr3.1116
KH.L11.5	KY.Chr8.1360
KH.L116.100	KY.Chr11.627
KH.L116.101	KY.Chr11.576
KH.L116.10	KY.Chr11.546
KH.L116.11	KY.Chr11.606
KH.L116.12	KY.Chr11.648
KH.L116.13	KY.Chr11.622
KH.L116.14	KY.Chr11.566
KH.L116.15	KY.Chr11.621
KH.L116.16	KY.Chr11.600
KH.L116.17	KY.Chr11.569
KH.L116.18	KY.Chr11.594
KH.L116.19	KY.Chr11.609
KH.L116.1	KY.Chr11.584
KH.L116.20	KY.Chr11.611
KH.L116.21	KY.Chr11.658
KH.L116.22	KY.Chr11.589
KH.L116.23	KY.Chr11.538
KH.L116.24	KY.Chr11.642
KH.L116.25	KY.Chr11.630
KH.L116.26	KY.Chr11.652
KH.L116.27	KY.Chr11.551
KH.L116.28	KY.Chr11.602
KH.L116.29	KY.Chr11.657
KH.L116.2	KY.Chr11.585
KH.L116.30	KY.Chr11.590
KH.L116.31	KY.Chr11.613
KH.L116.32	KY.Chr11.619
KH.L116.33	KY.Chr11.654
KH.L116.34	KY.Chr11.646
KH.L116.36	KY.Chr11.541
KH.L116.37	KY.Chr11.597
KH.L116.38	KY.Chr11.575
KH.L116.39	KY.Chr11.543
KH.L116.3	KY.Chr11.570
KH.L116.40	KY.Chr11.569
KH.L116.41	KY.Chr11.626
KH.L116.42	KY.Chr11.593
KH.L116.43	KY.Chr11.544
KH.L116.44	KY.Chr3.72
KH.L116.45	KY.Chr11.620
KH.L116.46	KY.Chr11.547
KH.L116.47	KY.Chr11.637
KH.L116.49	KY.Chr11.628
KH.L116.4	KY.Chr11.554
KH.L116.50	KY.Chr11.574
KH.L116.51	KY.Chr11.583
KH.L116.52	KY.Chr11.614
KH.L116.53	KY.Chr11.634
KH.L116.54	KY.Chr11.607
KH.L116.55	KY.Chr11.615
KH.L116.56	KY.Chr11.623
KH.L116.57	KY.Chr11.565
KH.L116.58	KY.Chr11.601
KH.L116.59	KY.Chr11.596
KH.L116.5	KY.Chr11.539
KH.L116.60	KY.Chr11.599
KH.L116.61	KY.Chr11.595
KH.L116.62	KY.Chr11.613
KH.L116.63	KY.Chr11.591
KH.L116.64	KY.Chr11.618
KH.L116.65	KY.Chr11.592
KH.L116.66	KY.Chr11.629
KH.L116.67	KY.Chr11.632
KH.L116.68	KY.Chr11.591
KH.L116.69	KY.Chr11.610
KH.L116.6	KY.Chr11.582
KH.L116.70	KY.Chr11.604
KH.L116.71	KY.Chr11.649
KH.L116.72	KY.Chr11.540
KH.L116.73	KY.Chr11.581
KH.L116.74	KY.Chr11.590
KH.L116.75	KY.Chr11.650
KH.L116.76	KY.Chr11.592
KH.L116.77	KY.Chr11.598
KH.L116.78	KY.Chr11.605
KH.L116.79	KY.Chr11.651
KH.L116.7	KY.Chr11.659
KH.L116.80	KY.Chr11.631
KH.L116.81	KY.Chr11.555
KH.L116.82	KY.Chr11.653
KH.L116.83	KY.Chr11.608
KH.L116.84	KY.Chr11.624
KH.L116.85	KY.Chr11.636
KH.L116.86	KY.Chr11.641
KH.L116.87	KY.Chr11.633
KH.L116.88	KY.Chr11.567
KH.L116.89	KY.Chr11.580
KH.L116.8	KY.Chr11.612
KH.L116.90	KY.Chr11.635
KH.L116.91	KY.Chr11.647
KH.L116.92	KY.Chr11.575
KH.L116.93	KY.Chr11.638
KH.L116.94	KY.Chr11.625
KH.L116.95	KY.Chr11.564
KH.L116.96	KY.Chr11.548
KH.L116.97	KY.Chr11.549
KH.L116.98	KY.Chr11.639
KH.L116.99	KY.Chr11.656
KH.L116.9	KY.Chr11.655
KH.L11.6	KY.Chr8.1367
KH.L117.1	KY.Chr3.1636
KH.L117.2	KY.Chr3.1634
KH.L117.3	KY.Chr3.1632
KH.L117.4	KY.Chr3.630
KH.L117.5	KY.Chr3.1635
KH.L117.6	KY.Chr3.1634
KH.L11.7	KY.Chr8.1368
KH.L118.1	KY.UAContig16.3
KH.L118.2	KY.UAContig16.2
KH.L118.3	KY.Chr2.2325
KH.L118.4	KY.Chr2.2326
KH.L119.10	KY.Chr1.1306
KH.L119.11	KY.Chr1.1294
KH.L119.12	KY.Chr1.1304
KH.L119.13	KY.Chr1.1314
KH.L119.14	KY.Chr1.1308
KH.L119.15	KY.Chr1.1323
KH.L119.16	KY.Chr1.1299
KH.L119.17	KY.Chr1.1297
KH.L119.18	KY.Chr1.1282
KH.L119.19	KY.Chr1.1281
KH.L119.1	KY.Chr1.1302
KH.L119.20	KY.Chr1.1309
KH.L119.21	KY.Chr1.1319
KH.L119.22	KY.Chr1.1319
KH.L119.23	KY.Chr1.1310
KH.L119.24	KY.Chr1.1293
KH.L119.25	KY.Chr1.1303
KH.L119.26	KY.Chr1.1318
KH.L119.27	KY.Chr1.1320
KH.L119.28	KY.Chr1.1323
KH.L119.29	KY.Chr1.1315
KH.L119.2	KY.Chr1.1300
KH.L119.31	KY.Chr1.1283
KH.L119.32	KY.Chr1.1295
KH.L119.33	KY.Chr1.1312
KH.L119.34	KY.Chr1.1313
KH.L119.3	KY.Chr1.1279
KH.L119.4	KY.Chr1.1278
KH.L119.5	KY.Chr1.1298
KH.L119.6	KY.Chr1.1307
KH.L119.7	KY.Chr1.1301
KH.L119.8	KY.Chr1.1305
KH.L119.9	KY.Chr1.1280
KH.L1.1	KY.Chr10.54
KH.L120.1	KY.Chr13.346
KH.L120.2	KY.Chr13.347
KH.L121.1	KY.Chr13.222
KH.L121.2	KY.Chr13.219
KH.L121.3	KY.Chr13.220
KH.L12.1	KY.Chr1.823
KH.L122.10	KY.Chr10.1172
KH.L122.11	KY.Chr10.1179
KH.L122.12	KY.Chr10.1191
KH.L122.13	KY.Chr10.1174
KH.L122.14	KY.Chr10.1193
KH.L122.15	KY.Chr10.1175
KH.L122.16	KY.Chr10.1171
KH.L122.1	KY.Chr10.1192
KH.L122.2	KY.Chr10.1177
KH.L122.3	KY.Chr10.1194
KH.L122.4	KY.Chr10.1180
KH.L122.5	KY.Chr10.1178
KH.L122.6	KY.Chr10.1182
KH.L122.7	KY.Chr10.1181
KH.L122.8	KY.Chr10.1173
KH.L122.9	KY.Chr10.1195
KH.L12.2	KY.Chr1.822
KH.L123.1	KY.Chr1.1420
KH.L123.3	KY.Chr1.1421
KH.L123.4	KY.Chr1.1422
KH.L123.5	KY.Chr10.781
KH.L123.6	KY.Chr1.1424
KH.L123.7	KY.Chr1.1423
KH.L123.8	KY.Chr1.1425
KH.L12.3	KY.Chr1.824
KH.L124.10	KY.Chr5.1077
KH.L124.11	KY.Chr5.1077
KH.L124.12	KY.Chr5.1080
KH.L124.13	KY.Chr5.1075
KH.L124.14	KY.Chr5.1075
KH.L124.15	KY.Chr5.1072
KH.L124.16	KY.Chr5.1068
KH.L124.17	KY.Chr5.1075
KH.L124.18	KY.Chr5.1079
KH.L124.19	KY.Chr5.1076
KH.L124.1	KY.Chr5.1083
KH.L124.20	KY.Chr5.1066
KH.L124.21	KY.Chr5.1078
KH.L124.2	KY.Chr5.1070
KH.L124.3	KY.Chr5.1070
KH.L124.4	KY.Chr5.1075
KH.L124.5	KY.Chr5.1069
KH.L124.6	KY.Chr5.1075
KH.L124.7	KY.Chr5.1082
KH.L124.8	KY.Chr5.1067
KH.L124.9	KY.Chr5.1075
KH.L12.4	KY.Chr1.821
KH.L125.1	KY.Chr2.2250
KH.L125.2	KY.Chr2.2248
KH.L125.3	KY.Chr2.2251
KH.L125.4	KY.Chr2.2251
KH.L125.5	KY.Chr2.2249
KH.L12.5	KY.Chr1.820
KH.L126.10	KY.Chr11.6
KH.L126.11	KY.Chr11.8
KH.L126.12	KY.Chr11.4
KH.L126.13	KY.Chr11.13
KH.L126.1	KY.Chr11.5
KH.L126.2	KY.Chr11.11
KH.L126.3	KY.Chr11.12
KH.L126.4	KY.Chr11.7
KH.L126.5	KY.Chr11.14
KH.L126.6	KY.Chr11.10
KH.L126.7	KY.Chr11.3
KH.L126.8	KY.Chr11.3
KH.L126.9	KY.Chr11.9
KH.L127.1	KY.Chr10.1321
KH.L127.2	KY.Chr10.1320
KH.L127.3	KY.Chr10.1322
KH.L128.10	KY.Chr7.581
KH.L128.11	KY.Chr10.621
KH.L128.12	KY.Chr10.622
KH.L128.13	KY.Chr7.569
KH.L128.1	KY.Chr10.625
KH.L128.2	KY.Chr10.626
KH.L128.3	KY.Chr7.585
KH.L128.4	KY.UAContig25.2
KH.L128.5	KY.Chr10.624
KH.L128.6	KY.Chr7.586
KH.L128.7	KY.Chr7.589
KH.L128.8	KY.Chr7.582
KH.L128.9	KY.Chr10.628
KH.L129.10	KY.Chr3.1323
KH.L129.1	KY.Chr8.1314
KH.L129.2	KY.Chr8.1311
KH.L129.3	KY.Chr8.1306
KH.L129.4	KY.Chr1.1343
KH.L129.5	KY.Chr8.1311
KH.L129.6	KY.Chr8.1312
KH.L129.7	KY.Chr8.1313
KH.L129.8	KY.Chr8.1307
KH.L129.9	KY.Chr3.1273
KH.L130.10	KY.Chr10.1437
KH.L130.11	KY.Chr10.1433
KH.L130.12	KY.Chr10.1432
KH.L130.1	KY.Chr10.1430
KH.L130.2	KY.Chr10.1434
KH.L130.3	KY.Chr10.1426
KH.L130.4	KY.Chr10.1425
KH.L130.5	KY.Chr10.1424
KH.L130.6	KY.Chr10.1431
KH.L130.7	KY.Chr10.1427
KH.L130.8	KY.Chr10.1428
KH.L130.9	KY.Chr10.1436
KH.L13.10	KY.Chr3.364
KH.L131.10	KY.Chr3.1691
KH.L131.11	KY.Chr3.1735
KH.L131.12	KY.Chr3.1687
KH.L131.13	KY.Chr3.1737
KH.L131.14	KY.Chr3.1713
KH.L131.15	KY.Chr3.1743
KH.L131.16	KY.Chr3.1680
KH.L131.17	KY.Chr3.1712
KH.L131.1	KY.Chr3.1690
KH.L13.11	KY.Chr3.376
KH.L131.2	KY.Chr3.1736
KH.L13.12	KY.Chr3.368
KH.L131.3	KY.Chr3.1742
KH.L13.13	KY.Chr3.367
KH.L131.4	KY.Chr3.1692
KH.L13.14	KY.Chr3.362
KH.L131.5	KY.Chr3.1735
KH.L13.15	KY.Chr3.387
KH.L131.6	KY.Chr3.1744
KH.L13.16	KY.Chr3.355
KH.L131.7	KY.Chr3.1690
KH.L13.17	KY.Chr3.374
KH.L131.8	KY.Chr3.1690
KH.L13.18	KY.Chr3.382
KH.L131.9	KY.Chr3.1711
KH.L13.19	KY.Chr3.380
KH.L13.1	KY.Chr3.353
KH.L13.20	KY.Chr3.386
KH.L132.10	KY.Chr1.2565
KH.L132.11	KY.Chr1.2559
KH.L132.12	KY.Chr1.2567
KH.L132.13	KY.Chr1.2560
KH.L132.14	KY.Chr7.10
KH.L132.15	KY.Chr1.2561
KH.L132.16	KY.Chr1.2555
KH.L132.17	KY.Chr1.2558
KH.L132.18	KY.Chr1.2564
KH.L132.19	KY.Chr1.2554
KH.L132.1	KY.Chr1.2554
KH.L13.21	KY.Chr3.377
KH.L132.2	KY.Chr1.2571
KH.L13.22	KY.Chr3.365
KH.L132.3	KY.Chr1.2574
KH.L13.23	KY.Chr3.363
KH.L132.4	KY.Chr1.2557
KH.L13.24	KY.Chr3.371
KH.L132.5	KY.Chr1.2576
KH.L13.25	KY.Chr3.365
KH.L132.6	KY.Chr1.2563
KH.L13.26	KY.Chr3.356
KH.L132.7	KY.Chr1.2577
KH.L13.27	KY.Chr3.357
KH.L132.8	KY.Chr1.2562
KH.L13.28	KY.Chr3.378
KH.L132.9	KY.Chr1.2575
KH.L13.29	KY.Chr3.389
KH.L13.2	KY.Chr3.388
KH.L13.30	KY.Chr3.380
KH.L133.10	KY.Chr12.22
KH.L133.11	KY.Chr12.26
KH.L133.12	KY.Chr12.22
KH.L133.13	KY.Chr12.24
KH.L133.1	KY.Chr12.30
KH.L13.31	KY.Chr3.375
KH.L133.2	KY.Chr12.23
KH.L13.32	KY.Chr3.354
KH.L133.3	KY.Chr12.28
KH.L13.33	KY.Chr3.379
KH.L133.4	KY.Chr12.27
KH.L13.34	KY.Chr3.352
KH.L133.5	KY.Chr12.25
KH.L13.35	KY.Chr3.372
KH.L133.6	KY.Chr12.31
KH.L13.36	KY.Chr3.369
KH.L133.7	KY.Chr12.29
KH.L133.8	KY.Chr12.21
KH.L133.9	KY.Chr12.20
KH.L13.3	KY.Chr3.373
KH.L134.10	KY.Chr3.1567
KH.L134.11	KY.Chr3.1584
KH.L134.13	KY.Chr3.1566
KH.L134.14	KY.Chr3.1599
KH.L134.15	KY.Chr3.1569
KH.L134.16	KY.Chr3.1587
KH.L134.17	KY.Chr3.1598
KH.L134.18	KY.Chr3.1577
KH.L134.19	KY.Chr3.1562
KH.L134.1	KY.Chr3.1582
KH.L134.20	KY.Chr3.1586
KH.L134.21	KY.Chr3.1590
KH.L134.22	KY.Chr3.1596
KH.L134.23	KY.Chr3.1588
KH.L134.24	KY.Chr3.1579
KH.L134.25	KY.Chr3.1595
KH.L134.26	KY.Chr3.1580
KH.L134.27	KY.Chr3.1581
KH.L134.28	KY.Chr3.1597
KH.L134.29	KY.Chr3.1562
KH.L134.2	KY.Chr3.1564
KH.L134.30	KY.Chr3.1574
KH.L134.31	KY.Chr3.1589
KH.L134.3	KY.Chr3.1568
KH.L134.4	KY.Chr3.1583
KH.L134.5	KY.Chr3.1563
KH.L134.6	KY.Chr3.1575
KH.L134.7	KY.Chr3.1585
KH.L134.8	KY.Chr3.1576
KH.L134.9	KY.Chr3.1580
KH.L13.4	KY.Chr3.361
KH.L135.1	KY.UAContig2.1
KH.L135.2	KY.UAContig2.2
KH.L135.3	KY.UAContig2.5
KH.L135.4	KY.UAContig2.7
KH.L13.5	KY.Chr3.385
KH.L136.1	KY.Chr13.66
KH.L136.2	KY.Chr13.66
KH.L136.3	KY.Chr13.67
KH.L136.4	KY.Chr13.65
KH.L13.6	KY.Chr3.366
KH.L137.1	KY.Chr5.12
KH.L137.2	KY.Chr5.18
KH.L137.3	KY.Chr5.13
KH.L137.4	KY.Chr5.14
KH.L137.5	KY.Chr5.8
KH.L137.6	KY.Chr5.17
KH.L137.7	KY.Chr5.17
KH.L13.7	KY.Chr3.360
KH.L138.1	KY.Chr13.135
KH.L138.2	KY.Chr13.137
KH.L13.8	KY.Chr3.359
KH.L139.10	KY.Chr1.2541
KH.L139.11	KY.Chr1.2520
KH.L139.12	KY.Chr1.2543
KH.L139.13	KY.Chr1.2539
KH.L139.14	KY.Chr1.2526
KH.L139.15	KY.Chr1.2522
KH.L139.16	KY.Chr1.2519
KH.L139.17	KY.Chr1.2531
KH.L139.18	KY.Chr1.2540
KH.L139.19	KY.Chr1.2538
KH.L139.1	KY.Chr1.2517
KH.L139.20	KY.Chr1.2518
KH.L139.21	KY.Chr1.1637
KH.L139.22	KY.Chr1.2529
KH.L139.23	KY.Chr1.2532
KH.L139.24	KY.Chr1.2512
KH.L139.25	KY.Chr1.2523
KH.L139.26	KY.Chr1.2521
KH.L139.2	KY.Chr1.2527
KH.L139.3	KY.Chr1.2536
KH.L139.4	KY.Chr1.2516
KH.L139.5	KY.Chr1.2511
KH.L139.6	KY.Chr1.2528
KH.L139.9	KY.Chr1.2525
KH.L13.9	KY.Chr3.358
KH.L140.10	KY.Chr1.173
KH.L140.11	KY.Chr1.174
KH.L140.1	KY.Chr1.172
KH.L140.2	KY.Chr1.143
KH.L140.3	KY.Chr1.171
KH.L140.4	KY.Chr1.146
KH.L140.5	KY.Chr1.147
KH.L140.6	KY.Chr1.145
KH.L140.7	KY.Chr1.144
KH.L140.8	KY.Chr1.148
KH.L140.9	KY.Chr1.148
KH.L141.10	KY.Chr7.125
KH.L141.11	KY.Chr7.141
KH.L141.12	KY.Chr7.157
KH.L141.13	KY.Chr7.128
KH.L141.14	KY.Chr7.153
KH.L141.15	KY.Chr7.171
KH.L141.16	KY.Chr7.112
KH.L141.18	KY.Chr7.140
KH.L141.19	KY.Chr7.109
KH.L141.1	KY.Chr7.163
KH.L141.20	KY.Chr7.142
KH.L141.21	KY.Chr7.167
KH.L141.22	KY.Chr7.147
KH.L141.23	KY.Chr7.101
KH.L141.24	KY.Chr7.160
KH.L141.25	KY.Chr7.172
KH.L141.26	KY.Chr5.509
KH.L141.27	KY.Chr7.170
KH.L141.28	KY.Chr7.162
KH.L141.29	KY.Chr7.155
KH.L141.2	KY.Chr7.138
KH.L141.30	KY.Chr7.132
KH.L141.31	KY.Chr7.148
KH.L141.32	KY.Chr7.134
KH.L141.33	KY.Chr7.135
KH.L141.34	KY.Chr7.174
KH.L141.35	KY.Chr7.150
KH.L141.36	KY.Chr7.127
KH.L141.37	KY.Chr7.152
KH.L141.38	KY.Chr7.155
KH.L141.39	KY.Chr7.122
KH.L141.3	KY.Chr7.117
KH.L141.40	KY.Chr7.164
KH.L141.41	KY.Chr7.158
KH.L141.42	KY.Chr7.145
KH.L141.43	KY.Chr7.121
KH.L141.44	KY.Chr7.151
KH.L141.45	KY.Chr7.133
KH.L141.46	KY.Chr7.156
KH.L141.47	KY.Chr7.169
KH.L141.48	KY.Chr7.111
KH.L141.49	KY.Chr7.115
KH.L141.4	KY.Chr7.149
KH.L141.50	KY.Chr7.123
KH.L141.52	KY.Chr7.129
KH.L141.53	KY.Chr7.173
KH.L141.54	KY.UAContig2.3
KH.L141.55	KY.Chr7.168
KH.L141.56	KY.Chr7.176
KH.L141.57	KY.Chr7.155
KH.L141.58	KY.Chr7.116
KH.L141.59	KY.Chr7.126
KH.L141.5	KY.Chr7.107
KH.L141.60	KY.Chr7.108
KH.L141.61	KY.Chr13.81
KH.L141.62	KY.Chr7.101
KH.L141.63	KY.Chr7.146
KH.L141.64	KY.Chr7.165
KH.L141.65	KY.Chr7.175
KH.L141.66	KY.Chr7.114
KH.L141.67	KY.Chr7.131
KH.L141.68	KY.Chr7.159
KH.L141.69	KY.Chr7.161
KH.L141.6	KY.Chr7.144
KH.L141.70	KY.Chr7.113
KH.L141.71	KY.Chr7.109
KH.L141.72	KY.Chr7.124
KH.L141.73	KY.Chr7.166
KH.L141.74	KY.Chr7.116
KH.L141.75	KY.Chr7.176
KH.L141.77	KY.Chr7.114
KH.L141.7	KY.Chr7.136
KH.L141.8	KY.Chr7.143
KH.L141.9	KY.Chr7.154
KH.L14.1	KY.Chr3.116
KH.L142.10	KY.Chr8.1342
KH.L142.11	KY.Chr8.1355
KH.L142.12	KY.Chr8.1352
KH.L142.13	KY.Chr8.1341
KH.L142.14	KY.Chr8.1337
KH.L142.15	KY.Chr8.1339
KH.L142.16	KY.Chr8.1340
KH.L142.17	KY.Chr8.1353
KH.L142.18	KY.Chr8.1343
KH.L142.19	KY.Chr8.1348
KH.L142.1	KY.Chr8.1344
KH.L142.2	KY.Chr8.1351
KH.L142.3	KY.Chr8.1338
KH.L142.4	KY.Chr8.1345
KH.L142.6	KY.Chr8.1347
KH.L142.7	KY.Chr8.1346
KH.L142.8	KY.Chr8.1350
KH.L142.9	KY.Chr8.1349
KH.L14.2	KY.Chr3.114
KH.L143.11	KY.Chr13.225
KH.L143.12	KY.Chr13.227
KH.L143.13	KY.Chr13.228
KH.L143.1	KY.Chr13.224
KH.L143.3	KY.Chr13.227
KH.L143.5	KY.Chr13.230
KH.L143.8	KY.Chr13.223
KH.L143.9	KY.Chr13.225
KH.L14.3	KY.Chr3.115
KH.L144.10	KY.Chr1.196
KH.L144.11	KY.Chr1.199
KH.L144.12	KY.Chr1.197
KH.L144.13	KY.Chr1.200
KH.L144.14	KY.Chr1.200
KH.L144.15	KY.Chr1.198
KH.L144.16	KY.Chr1.202
KH.L144.17	KY.Chr12.1024
KH.L144.1	KY.Chr1.200
KH.L144.2	KY.Chr1.195
KH.L144.3	KY.Chr1.188
KH.L144.4	KY.Chr1.189
KH.L144.5	KY.Chr1.190
KH.L144.6	KY.Chr1.194
KH.L144.7	KY.Chr1.193
KH.L144.9	KY.Chr1.192
KH.L145.1	KY.Chr2.8
KH.L145.2	KY.Chr2.10
KH.L145.3	KY.Chr2.11
KH.L146.1	KY.Chr1.1167
KH.L146.2	KY.Chr1.1166
KH.L146.3	KY.Chr1.1177
KH.L146.4	KY.Chr1.1181
KH.L146.5	KY.Chr1.1182
KH.L146.6	KY.Chr1.1177
KH.L147.10	KY.Chr10.1221
KH.L147.11	KY.Chr10.1212
KH.L147.12	KY.Chr10.1236
KH.L147.13	KY.Chr10.1198
KH.L147.14	KY.Chr10.1237
KH.L147.15	KY.Chr10.1208
KH.L147.16	KY.Chr10.1201
KH.L147.17	KY.Chr10.1206
KH.L147.18	KY.Chr10.1265
KH.L147.19	KY.Chr10.1205
KH.L147.1	KY.Chr10.1200
KH.L147.20	KY.Chr10.1231
KH.L147.22	KY.Chr10.1219
KH.L147.23	KY.Chr10.1210
KH.L147.24	KY.Chr10.1230
KH.L147.25	KY.Chr10.1201
KH.L147.26	KY.Chr10.1185
KH.L147.27	KY.Chr10.1218
KH.L147.28	KY.Chr10.1207
KH.L147.29	KY.Chr10.1199
KH.L147.2	KY.Chr10.1184
KH.L147.30	KY.Chr10.1222
KH.L147.31	KY.Chr10.1182
KH.L147.32	KY.Chr10.1213
KH.L147.33	KY.Chr10.1209
KH.L147.34	KY.Chr10.1186
KH.L147.35	KY.Chr10.1234
KH.L147.36	KY.Chr10.1198
KH.L147.38	KY.Chr10.1217
KH.L147.39	KY.Chr10.1220
KH.L147.3	KY.Chr10.1204
KH.L147.40	KY.Chr10.1215
KH.L147.41	KY.Chr10.1197
KH.L147.4	KY.Chr10.1235
KH.L147.5	KY.Chr10.1216
KH.L147.6	KY.Chr10.1227
KH.L147.7	KY.Chr10.1203
KH.L147.8	KY.Chr10.1196
KH.L147.9	KY.Chr10.1211
KH.L148.1	KY.Chr11.660
KH.L149.10	KY.Chr6.305
KH.L149.11	KY.Chr6.322
KH.L149.12	KY.Chr6.290
KH.L149.13	KY.Chr6.310
KH.L149.14	KY.Chr6.313
KH.L149.15	KY.Chr6.289
KH.L149.16	KY.Chr6.300
KH.L149.17	KY.Chr6.291
KH.L149.18	KY.Chr6.311
KH.L149.19	KY.Chr6.317
KH.L149.1	KY.Chr6.319
KH.L149.20	KY.Chr6.320
KH.L149.21	KY.Chr6.308
KH.L149.22	KY.Chr6.295
KH.L149.23	KY.Chr6.301
KH.L149.24	KY.Chr6.325
KH.L149.25	KY.Chr6.303
KH.L149.26	KY.Chr6.287
KH.L149.27	KY.Chr6.285
KH.L149.28	KY.Chr6.284
KH.L149.29	KY.Chr6.297
KH.L149.2	KY.Chr6.314
KH.L149.30	KY.Chr6.305
KH.L149.31	KY.Chr6.315
KH.L149.32	KY.Chr6.319
KH.L149.33	KY.Chr6.321
KH.L149.34	KY.Chr6.294
KH.L149.35	KY.Chr6.316
KH.L149.36	KY.Chr6.304
KH.L149.37	KY.Chr6.312
KH.L149.38	KY.Chr6.309
KH.L149.39	KY.Chr6.293
KH.L149.3	KY.Chr6.283
KH.L149.40	KY.Chr6.324
KH.L149.41	KY.Chr6.302
KH.L149.4	KY.Chr6.288
KH.L149.5	KY.Chr6.303
KH.L149.6	KY.Chr6.299
KH.L149.7	KY.Chr6.323
KH.L149.8	KY.Chr6.298
KH.L149.9	KY.Chr6.286
KH.L150.1	KY.Chr14.1200
KH.L150.2	KY.Chr14.1201
KH.L150.3	KY.Chr14.1198
KH.L150.4	KY.Chr14.1202
KH.L150.5	KY.Chr14.1200
KH.L151.1	KY.Chr9.163
KH.L151.2	KY.Chr9.167
KH.L151.3	KY.Chr9.165
KH.L151.4	KY.Chr9.169
KH.L151.5	KY.Chr9.166
KH.L151.6	KY.Chr9.164
KH.L15.1	KY.Chr11.522
